Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Access Type,Source,EID
"Valdez, M.G., Aguila, A.H., Merelo, J.-J., Soto, A.M.","18038581500; 57204350804; 7003814090; 57204351701","Enhancing student engagement via reduction of frustration with programming assignments using machine learning",2017,"IJCCI 2017 - Proceedings of the 9th International Joint Conference on Computational Intelligence",,"",,297,304,,1,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85055271722&partnerID=40&md5=fdecbff85cebb1cab69c35e813ce57a5",Conference Paper,Final,,Scopus,2-s2.0-85055271722
"Kalantari, J., Mackey, M.A.","57193139823; 7102690546","One-shot ontogenetic learning in biomedical datastreams",2017,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)",10414 LNAI,"",,143,153,,,10.1007/978-3-319-63703-7_14,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85028449844&partnerID=40&md5=7054a65c10dfa7c6165312759a15fc42",Conference Paper,Final,,Scopus,2-s2.0-85028449844
"Mannocci, A., Salatino, A.A., Osborne, F., Motta, E.","55233589900; 57188026200; 36675585600; 7006092143","2100 AI: Reections on the mechanisation of scientific discovery",2017,"CEUR Workshop Proceedings",1939,"",,,,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85030773188&partnerID=40&md5=306bcff331668bb6f96c09021504af7d",Conference Paper,Final,,Scopus,2-s2.0-85030773188
"Baumann, K., Schneider, G.","7103313772; 7402466014","Big Data and Deep Learning: A New Age of Molecular Informatics?",2017,"Molecular Informatics",36,"1", 1780132,,,,2,10.1002/minf.201780132,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85010641840&partnerID=40&md5=70c34a270134c457df6976f9a1d78532",Editorial,Final,,Scopus,2-s2.0-85010641840
"Li, Z., Wan, R., Ye, Z., Chen, Y., Ren, Y., Liu, H., Jiang, Y.","56025063000; 7005190698; 15046187200; 35263790500; 36350061100; 57190019683; 57001577700","Use of random forests and support vector machines to improve annual egg production estimation",2017,"Fisheries Science",83,"1",,,,,2,10.1007/s12562-016-1033-5,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84997769441&partnerID=40&md5=8d4fd8fc8b2591dff51d6832af4c86e8",Article,Final,,Scopus,2-s2.0-84997769441
"Matloff, N.","6604052765","Statistical regression and classification: From linear models to machine learning",2017,"Statistical Regression and Classification: From Linear Models to Machine Learning",,"",,1,493,,10,10.1201/9781315119588,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85031663784&partnerID=40&md5=7632ff15dfe9037ac4fc8922e611fcca",Book,Final,,Scopus,2-s2.0-85031663784
"Kandoi, G., Leelananda, S.P., Jernigan, R.L., Sen, T.Z.","55228715500; 37101869200; 35563126400; 7006797407","Predicting protein secondary structure using consensus data mining (CDM) based on empirical statistics and evolutionary information",2017,"Methods in Molecular Biology",1484,"",,35,44,,2,10.1007/978-1-4939-6406-2_4,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84994338060&partnerID=40&md5=ad1c7d887875cff22649e5ff4f545546",Book Chapter,Final,,Scopus,2-s2.0-84994338060
"Mukhamediev, R.I., Aligulyev, R.M., Muhamedijeva, J.","55604681000; 35561067300; 57189003855","Estimation of Relationship Between Domains of ICT Semantic Network",2017,"Communications in Computer and Information Science",745,"",,130,135,,1,10.1007/978-3-319-69784-0_11,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85034453514&partnerID=40&md5=b48973898c2d284cd35a93395099a8bb",Conference Paper,Final,,Scopus,2-s2.0-85034453514
"Wang, C.","57207370551","High performance computing for big data: Methodologies and applications",2017,"High Performance Computing for Big Data: Methodologies and Applications",,"",,1,268,,1,10.1201/b21235,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85052699690&partnerID=40&md5=c1f596c933c6b703f08b206efc8e326c",Book,Final,,Scopus,2-s2.0-85052699690
"Silahtaroğlu, G.","15119651200","Implementing adaptive strategies of decision support systems during crises",2017,"Contributions to Management Science",,"",,287,302,,,10.1007/978-3-319-44591-5_20,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85064902008&partnerID=40&md5=b90778cc60ce0c5452b667edb0d33969",Book Chapter,Final,,Scopus,2-s2.0-85064902008
"Zhuang, Y.-T., Wu, F., Chen, C., Pan, Y.-H.","7202294546; 55533360000; 56174479100; 7403340484","Challenges and opportunities: from big data to knowledge in AI 2.0",2017,"Frontiers of Information Technology and Electronic Engineering",18,"1",,3,14,,19,10.1631/FITEE.1601883,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85011320900&partnerID=40&md5=634cd280bef1d18104e2669487ac7302",Review,Final,Open Access,Scopus,2-s2.0-85011320900
"Díaz-Pacheco, A., Gonzalez-Bernal, J.A., Reyes-García, C.A., Escalante-Balderas, H.J.","57200202489; 56628753700; 55989773500; 57200206373","Full model selection in huge datasets under the mapreduce paradigm",2017,"Proceedings of the International Conferences on Computer Graphics, Visualization, Computer Vision and Image Processing 2017 and Big Data Analytics, Data Mining and Computational Intelligence 2017 - Part of the Multi Conference on Computer Science and Information Systems 2017",,"",,239,246,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85040187554&partnerID=40&md5=cf4368f4f4828bc11f05562253a0666d",Conference Paper,Final,,Scopus,2-s2.0-85040187554
"Paniagua-Reyes, F., Reyes-Ortiz, J.A., Bravo, M.","57195636317; 57188692429; 56000907900","Entity-based opinion mining from Spanish Tweets",2017,"DATA 2017 - Proceedings of the 6th International Conference on Data Science, Technology and Applications",,"",,400,407,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85029460546&partnerID=40&md5=69c1269d680a771362cfe83f343e13eb",Conference Paper,Final,,Scopus,2-s2.0-85029460546
[No author name available],[No author name available],"3rd International Conference on Soft Computing in Data Science, SCDS 2017",2017,"Communications in Computer and Information Science",788,"",,,,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85036540570&partnerID=40&md5=186a4a150f2b473328876bafc044f316",Conference Review,Final,,Scopus,2-s2.0-85036540570
"Fuhl, W., Santini, T., Geisler, D., Kübler, T., Kasneci, E.","56770084800; 54881866000; 57189847283; 55701951700; 56059892600","EyeLad: Remote eye tracking image labeling tool: Supportive eye, eyelid and pupil labeling tool for remote eye tracking videos",2017,"VISIGRAPP 2017 - Proceedings of the 12th International Joint Conference on Computer Vision, Imaging and Computer Graphics Theory and Applications",5,"",,405,410,,1,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85047847240&partnerID=40&md5=6ac6584f53fdbb1b5311ca1b8c098344",Conference Paper,Final,,Scopus,2-s2.0-85047847240
"Roy, A., Banerjee, B., Murino, V.","57194596045; 55568183500; 7006595496","A novel dictionary learning based multiple instance learning approach to action recognition from videos",2017,"ICPRAM 2017 - Proceedings of the 6th International Conference on Pattern Recognition Applications and Methods",2017-January,"",,519,526,,1,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85049475365&partnerID=40&md5=579a34459c482866abb47ffc39ed2220",Conference Paper,Final,,Scopus,2-s2.0-85049475365
"Alnajran, N., Crockett, K., McLean, D., Latham, A.","57206661395; 8667997600; 7201787531; 36458714400","Cluster analysis of twitter data: A review of algorithms",2017,"ICAART 2017 - Proceedings of the 9th International Conference on Agents and Artificial Intelligence",2,"",,239,249,,3,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85062489719&partnerID=40&md5=366c5b59576ac2f4089a742db4e119bb",Conference Paper,Final,,Scopus,2-s2.0-85062489719
"Giudice, O., Paratore, A., Moltisanti, M., Battiato, S.","55613446900; 16310371000; 55643315600; 6603989025","A Classification Engine for Image Ballistics of Social Data",2017,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)",10485 LNCS,"",,625,636,,6,10.1007/978-3-319-68548-9_57,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85032504801&partnerID=40&md5=6d073efeb8df981d9bd5d98d4b9696cf",Conference Paper,Final,,Scopus,2-s2.0-85032504801
"Liakos, K., Moustakidis, S., Tsiotra, G., Bartzanas, T., Bochtis, D., Parisses, C.","57200227849; 23969428400; 57200227088; 8669579200; 24484566500; 55397956200","Machine learning based computational analysis method for cattle lameness prediction",2017,"CEUR Workshop Proceedings",2030,"",,128,139,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85040364687&partnerID=40&md5=00e9c3e48df42482ec92143b9d4e3e8e",Conference Paper,Final,,Scopus,2-s2.0-85040364687
"Ligier, D., Carpov, S., Fontaine, C., Sirdey, R.","57194700813; 36185179600; 7102621476; 16480839400","Privacy preserving data classification using inner-product functional encryption",2017,"ICISSP 2017 - Proceedings of the 3rd International Conference on Information Systems Security and Privacy",2017-January,"",,423,430,,1,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85049229387&partnerID=40&md5=f83609ebb5a26d91348052cc8fcf95a7",Conference Paper,Final,,Scopus,2-s2.0-85049229387
"Jäckle, D., Stoffel, F., Mittelstädt, S., Keim, D.A., Reiterer, H.","54894048000; 54894019000; 55571229700; 34769953100; 23398200600","Interpretation of dimensionally-reduced crime data: A study with untrained domain experts",2017,"VISIGRAPP 2017 - Proceedings of the 12th International Joint Conference on Computer Vision, Imaging and Computer Graphics Theory and Applications",3,"",,164,175,,2,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85047928925&partnerID=40&md5=56074879ce33f6ac9b26e20a8180bc52",Conference Paper,Final,,Scopus,2-s2.0-85047928925
"Stein, N., Flath, C.M.","57191160950; 54392239000","Applying data science for shop-floor performance prediction",2017,"Proceedings of the 25th European Conference on Information Systems, ECIS 2017",,"",,523,536,,4,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85029672036&partnerID=40&md5=3d2b07c4fdae6a54864bcc40d7d4327d",Conference Paper,Final,,Scopus,2-s2.0-85029672036
"Schleif, F.-M.","8517910900","Indefinite support vector regression",2017,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)",10614 LNCS,"",,313,321,,,10.1007/978-3-319-68612-7_36,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85034219206&partnerID=40&md5=2a90e6219a5b11ff7227b974d1fbb484",Conference Paper,Final,,Scopus,2-s2.0-85034219206
"Górriz, J.M., Ramírez, J., Illán, I.A., Martínez-Murcia, F.J., Segovia, F., Salas-Gonzalez, D., Ortiz, A.","7004736801; 57191694395; 55251085600; 55062058300; 26424738700; 23101090600; 18434650900","Case-based statistical learning applied to SPECT image classification",2017,"Progress in Biomedical Optics and Imaging - Proceedings of SPIE",10134,"", 101342D,,,,3,10.1117/12.2253853,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85020245413&partnerID=40&md5=5f9e7b77f31779582ff6f584d578eca0",Conference Paper,Final,,Scopus,2-s2.0-85020245413
"Barash, D., Gavish, M.","7005865631; 36470111400","Optimal shrinkage of singular values under random data contamination",2017,"Advances in Neural Information Processing Systems",2017-December,"",,6161,6171,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85047014116&partnerID=40&md5=40c1284cdf534c61a6987cd779487345",Conference Paper,Final,,Scopus,2-s2.0-85047014116
"Despotovic, V., Tanikic, D.","35572969800; 32467536500","Sentiment analysis of microblogs using multilayer feed-forward artificial neural networks",2017,"Computing and Informatics",36,"5",,1127,1142,,2,10.4149/cai_2017_5_1127,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85044333106&partnerID=40&md5=c16c7532dfa20b054c4d025601d7f3c2",Article,Final,,Scopus,2-s2.0-85044333106
"Putri, I.K., Liang, D., Pramono, S.H., Rahmadwati","55383737100; 7202206719; 56524436200; 36104457200","Optimized active learning for user's behavior modelling based on non-intrusive smartphone",2017,"International Journal of Electrical and Computer Engineering",7,"1",,505,512,,,10.11591/ijece.v7i1.pp505-512,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85020928483&partnerID=40&md5=c2f661e17f848d06305373ac642f7d17",Article,Final,Open Access,Scopus,2-s2.0-85020928483
"Wodziński, M., Krzyżanowska, A.","57195258893; 57044566800","Sequential classification of palm gestures based on A* Algorithm and MLP neural network for quadrocopter control",2017,"Metrology and Measurement Systems",24,"2",,265,276,,1,10.1515/mms-2017-0021,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85029801964&partnerID=40&md5=212629e44b2422c770618d93e48ca2be",Article,Final,Open Access,Scopus,2-s2.0-85029801964
"Rossi, A., Pappalardo, L., Cintia, P., Fernandez, J., Iaia, F.M., Medina, D.","55493365600; 55575682600; 55846158300; 55455056600; 14021728700; 26432720300","Who is going to get hurt? Predicting injuries in professional soccer",2017,"CEUR Workshop Proceedings",1971,"",,21,30,,2,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85035033562&partnerID=40&md5=f4a5af1cbfef08a8d1304ef6dcc9f6ca",Conference Paper,Final,,Scopus,2-s2.0-85035033562
"Salazar, F., Morán, R., Toledo, M.Á., Oñate, E.","56563193900; 54420766800; 54797110100; 55147932200","Data-Based Models for the Prediction of Dam Behaviour: A Review and Some Methodological Considerations",2017,"Archives of Computational Methods in Engineering",24,"1",,,,,42,10.1007/s11831-015-9157-9,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84937862737&partnerID=40&md5=a078c165a49e2e395a9f36f759397f88",Article,Final,,Scopus,2-s2.0-84937862737
"Wang, Y., Ge, J., Zhou, Y., Feng, Y., Li, C., Li, Z., Zhou, X., Luo, B.","57200055536; 13404777700; 57193760972; 57195916988; 56559520900; 57072282000; 55743309100; 57202866205","Topic model based text similarity measure for Chinese judgment document",2017,"Communications in Computer and Information Science",728,"",,42,54,,1,10.1007/978-981-10-6388-6_4,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85030101020&partnerID=40&md5=901eb27e1fc5e9a0bf6e271f18f530cd",Conference Paper,Final,,Scopus,2-s2.0-85030101020
"Dimitropoulos, G., Papagianni, E., Megalooikonomou, V.","26039041800; 57194946018; 6603611193","Lag correlation discovery and classification for time series",2017,"IoTBDS 2017 - Proceedings of the 2nd International Conference on Internet of Things, Big Data and Security",,"",,181,188,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85024392651&partnerID=40&md5=9a94f8330d29f21645355abd63fbcbc1",Conference Paper,Final,,Scopus,2-s2.0-85024392651
"Behnaz, A., Natarajan, A., Rabhi, F.A., Peat, M.","57193155813; 55819751500; 6603656081; 55517064300","A semantic-based analytics architecture and its application to commodity pricing",2017,"Lecture Notes in Business Information Processing",276,"",,17,31,,3,10.1007/978-3-319-52764-2_2,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85011298633&partnerID=40&md5=d351f71c591f5e650f40009cf4ef664e",Conference Paper,Final,,Scopus,2-s2.0-85011298633
"Ji, S., Wang, Z., Liu, Q., Liu, X.","55426752800; 57207119934; 55712216100; 55717309800","Classification algorithms for privacy preserving in data mining: A survey",2017,"Lecture Notes in Electrical Engineering",421,"",,312,322,,2,10.1007/978-981-10-3023-9_50,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85007357436&partnerID=40&md5=4174b0687df1ca3407c6ed852f712e19",Book Chapter,Final,,Scopus,2-s2.0-85007357436
"Yuan, S., Wolter, S.D., Greenberg, J.A.","57195067099; 7006184069; 23100026800","Classification-free threat detection based on material-science-informed clustering",2017,"Proceedings of SPIE - The International Society for Optical Engineering",10187,"", 101870K,,,,2,10.1117/12.2262942,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85025127992&partnerID=40&md5=5ba4a878f2ee5218caba3881f33f6193",Conference Paper,Final,,Scopus,2-s2.0-85025127992
"Nieto, P.J.G., García-Gonzalo, E.","55929131200; 25929181600","Modeling the milling tool wear by using a multilayer perceptron artificial neural network from milling run experimental data",2017,"Artificial Neural Networks: New Research",,"",,157,174,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85034583680&partnerID=40&md5=87ac5c565a155153c87f25b27b675233",Book Chapter,Final,,Scopus,2-s2.0-85034583680
"Rana, S., Garg, R.","57188872756; 56126832400","Slow learner prediction using multi-variate Naïve Bayes classification algorithm",2017,"International Journal of Engineering and Technology Innovation",7,"1",,11,23,,1,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85009723288&partnerID=40&md5=f08493016bb5405e9a3af1d261d93819",Article,Final,,Scopus,2-s2.0-85009723288
